doc_id,filename,Texto,label
237,cf08,"At its most ecstatic moments , husband and wife are elevated far above worldly cares .",lore
238,cf08,Everything else is closed away .,lore
239,cf08,This is the ideal .,lore
240,cf08,But marriage experts say that such mutual contribution and mutual joy are seldom achieved .,lore
241,cf08,Instead one partner or the other dominates the sexual relationship .,lore
242,cf08,"In the past , it has been the husband who has been dominant and the wife passive .",lore
243,cf08,But today there are signs that these roles are being reversed .,lore
244,cf08,"In a growing number of American homes , marriage counselors report , the wife is taking a commanding role in sexual relationships .",lore
245,cf08,"It is she who decides the time , the place , the surroundings , and the frequency of the sexual act .",lore
246,cf08,It is she who says aye or nay to the intimate questions of sexual technique and mechanics -- not the husband .,lore
247,cf08,"The whole act is tailored to her pleasure , and not to theirs .",lore
248,cf08,"Beyond a certain point , of course , no woman can be dominant -- nature has seen to that .",lore
249,cf08,But there is little doubt that in many marriages the wife is boss of the marital bed .,lore
250,cf08,"Of course , there remain many `` old-fashioned '' marriages in which the husband maintains his supremacy .",lore
251,cf08,"Yet even in these marriages , psychologists say , wives are asserting themselves more strongly .",lore
252,cf08,"The meekest , most submissive wife of today is a tiger by her mother's or grandmother's standards .",lore
253,cf08,"To many experts , this trend was inevitable .",lore
254,cf08,They consider it simply a sign of our times .,lore
255,cf08,"Our society has `` emancipated '' the woman , giving her new independence and new authority .",lore
256,cf08,It is only natural that she assert herself in the sexual role .,lore
257,cf08,"`` The sexual relationship does not exist in a vacuum '' , declares Dr. Mary Steichen Calderone , medical director of the Planned Parenthood Federation of America and author of the recent book , Release From Sexual Tensions .",lore
258,cf08,`` It reflects what is going on in other areas of the marriage and in society itself .,lore
259,cf08,"A world in which wives have taken a more active role is likely to produce sexual relationships in which wives are more self-assertive , too '' .",lore
260,cf08,Yet many psychologists and marriage counselors agree that domination of the sex relationship by one partner or the other can be unhealthy and even dangerous .,lore
261,cf08,"It can , in fact , wreck a marriage .",lore
262,cf08,"When a husband is sexually selfish and heedless of his wife's desires , she is cheated of the fulfillment and pleasure nature intended for her .",lore
263,cf08,"And she begins to regard him as savage , bestial and unworthy .",lore
264,cf08,"On the other hand , wifely supremacy demeans the husband , saps his self-respect , and robs him of his masculinity .",lore
265,cf08,"He is a target of ridicule to his wife , and often -- since private affairs rarely remain private -- to the outside world as well .",lore
266,cf08,"`` A marriage can survive almost any kind of stress except an open and direct challenge to the husband's maleness '' , declares Dr. Calderone .",lore
267,cf08,"This opinion is supported by one of the nation's leading psychiatrists , Dr. Maurice E. Linden , director of the Mental Health Division of the Philadelphia Department of Public Health .",lore
268,cf08,"`` When the roles of husband and wife are reversed , so that the wife becomes leader and the husband follower '' , Dr. Linden says , `` the effects on their whole relationship , sexual and otherwise , can be disastrous '' .",lore
269,cf08,"In one extreme case , cited by a Pittsburgh psychologist , an office worker's wife refused to have sexual relations with her husband unless he bought her the luxuries she demanded .",lore
270,cf08,"To win her favors , her husband first took an additional job , then desperately began to embezzle from his employer .",lore
271,cf08,"Caught at last , he was sentenced to prison .",lore
272,cf08,While he was in custody his wife divorced him .,lore
273,cf08,More typical is the case of a suburban Long Island housewife described by a marriage counselor .,lore
274,cf08,This woman repeatedly complained she was `` too tired '' for marital relations .,lore
275,cf08,"To please her , her husband assumed some of the domestic chores .",lore
276,cf08,"Finally , he was cooking , washing dishes , bathing the children , and even ironing -- and still his wife refused to have relations as often as he desired them .",lore
277,cf08,"One wife , described by a New York psychologist , so dominated her husband that she actually placed their sexual relationship on a schedule , writing it down right between the weekly PTA meetings and the Thursday-night neighborhood card parties .",lore
278,cf08,Another put sex on a dollars-and-cents basis .,lore
279,cf08,"After every money argument , she rebuffed her husband's overtures until the matter was settled in her favor .",lore
280,cf08,Experts say the partners in marriages like these can almost be typed .,lore
281,cf08,"The wife is likely to be young , sophisticated , smart as a whip -- often a girl who has sacrificed a promising career for marriage .",lore
282,cf08,She knows the power of the sex urge and how to use it to manipulate her husband .,lore
283,cf08,"The husband is usually a well-educated professional , preoccupied with his job -- often an organization man whose motto for getting ahead is : `` Don't rock the boat '' .",lore
284,cf08,Sometimes this leads to his becoming demandingly dominant in marriage .,lore
285,cf08,"Hemmed in on the job and unable to assert himself , he uses the sex act so he can be supreme in at least one area .",lore
286,cf08,"More often , though , he is so accustomed to submitting to authority on the job without argument that he lives by the same rule at home .",lore
287,cf08,"Some psychologists , in fact , suggest that career-bound husbands often are more to blame for topsy-turvy marriages than their wives .",lore
288,cf08,"The wife's attempt at control , these psychologists contend , is sometimes merely a pathetic effort to compel her husband to pay as much attention to her as he does to his job .",lore
289,cf08,Naturally no woman can ever completely monopolize the sexual initiative .,lore
290,cf08,"Unless her husband also desires sex , the act cannot be consummated .",lore
291,cf08,"Generally , however , in such marriages as those cited , the husband is at his wife's mercy .",lore
292,cf08,"`` The pattern '' , says Dr. Morton Schillinger , psychologist at New York's Lincoln Institute for Psychotherapy , `` is for the husband to hover about anxiously and eagerly , virtually trembling in his hope that she will flash him the signal that tonight is the night '' .",lore
293,cf08,"No one seriously contends , of course , that the domineering wife is , sexually speaking , a new character in our world .",lore
294,cf08,"After all , the henpecked husband with his shrewish wife is a comic figure of long standing , in literature and on the stage , as Dr. Schillinger points out .",lore
295,cf08,There is no evidence that these Milquetoasts became suddenly emboldened when they crossed the threshhold of the master bedroom .,lore
296,cf08,"Furthermore , Dr. Calderone says , a certain number of docile , retiring men always have been around .",lore
297,cf08,They aren't `` frigid '' and they aren't homosexual ; ;,lore
298,cf08,they're just restrained in all of life .,lore
299,cf08,They like to be dominated .,lore
300,cf08,"One such man once confided to Dr. Theodor Reik , New York psychiatrist , that he preferred to have his wife the sexual aggressor .",lore
301,cf08,"Asked why , he replied primly : `` Because that's no activity for a gentleman '' .",lore
302,cf08,"But such cases were , in the past , unusual .",lore
303,cf08,Society here and abroad has been built around the dominating male -- even the Bible appears to endorse the concept .,lore
304,cf08,"Family survival on our own Western frontier , for example , could quite literally depend on a man's strength and ability to bring home the bacon ; ;",lore
305,cf08,"and the dependent wife seldom questioned his judgment about anything , including the marriage bed .",lore
306,cf08,"This carried over into the more urbanized late 19th and early 20th centuries , when the man ruled the roost in the best bull-roaring Life With Father manner .",lore
307,cf08,"In those days , a wife had mighty few rights in the domestic sphere and even fewer in the sexual sphere .",lore
308,cf08,"`` Grandma wasn't expected to like it '' , Dr. Marion Hilliard , the late Toronto gynecologist , once summed up the attitude of the '90s .",lore
309,cf08,"Wives of the period shamefacedly thought of themselves as `` used '' by their husbands -- and , history indicates , they often quite literally were .",lore
310,cf08,When was the turning point ? ?,lore
311,cf08,When did women begin to assert themselves sexually ? ?,lore
312,cf08,"Some date it from woman suffrage , others from when women first began to challenge men in the marketplace , still others from the era of the emancipated flapper and bathtub gin .",lore
313,cf08,"Virtually everyone agrees , however , that the trend toward female sexual aggressiveness was tremendously accelerated with the postwar rush to the suburbs .",lore
314,cf08,"Left alone while her husband was miles away in the city , the modern wife assumed more and more duties normally reserved for the male .",lore
315,cf08,"Circumstances gave her almost undisputed sway over child-rearing , money-handling and home maintenance .",lore
316,cf08,She found she could cope with all kinds of problems for which she was once considered too helpless .,lore
317,cf08,"She liked this taste of authority and independence , and , with darkness , was not likely to give it up .",lore
318,cf08,"`` Very few wives '' , says Dr. Calderone , `` who balance the checkbook , fix the car , choose where the family will live and deal with the tradesmen , are suddenly going to become submissive where sex is concerned .",lore
319,cf08,A woman who dominates other family affairs will dominate the sexual relationship as well '' .,lore
320,cf08,And an additional factor was helping to make women more sexually self-assertive -- the comparatively recent discovery of the true depths of female desire and response .,lore
321,cf08,Marriage manuals and women's magazine articles began to stress the importance of the female climax .,lore
322,cf08,They began to describe in detail the woman's capacity for response .,lore
323,cf08,"In fact , the noted psychologist and sex researcher , Dr. Albert Ellis , has declared flatly that women are `` sexually superior '' to men .",lore
324,cf08,"According to Dr. Ellis , the average 20-year-old American woman is capable of far greater sexual arousal than her partner .",lore
325,cf08,"Not surprisingly , Dr. Ellis says , some recently enlightened wives are out to claim these capabilities .",lore
326,cf08,"Yet , paradoxically , according to Dr. Maurice Linden , many wives despise their husbands for not standing up to them .",lore
327,cf08,"An aggressive woman wants a man to demand , not knuckle under .",lore
328,cf08,"`` When the husband becomes passive in the face of his wife's aggressiveness '' , Dr. Linden says , `` the wife , in turn , finds him inadequate .",lore
329,cf08,Often she fails to gain sexual satisfaction '' .,lore
330,cf08,"One such wife , Dr. Linden says , became disgusted with her weak husband and flurried through a series of extramarital affairs in the hope of finding a stronger man .",lore
331,cf08,"But her personality was such that each affair lasted only until that lover , too , had been conquered and reduced to passivity .",lore
332,cf08,Then the wife bed-hopped to the next on the list .,lore
333,cf08,"In some cases , however , domination of the sex act by one partner can be temporary , triggered by a passing but urgent emotional need .",lore
334,cf08,Thus a man who is butting a stone wall at the office may become unusually aggressive in bed -- the one place he can still be champion .,lore
335,cf08,"If his on-the-job problems work out , he may return to his old pattern .",lore
336,cf08,Sometimes a burst of aggressiveness will sweep over a man -- or his wife -- because he or she feels age creeping up .,lore
337,cf08,"On the other hand , a husband who always has been vigorous and assertive may suddenly become passive -- asking , psychologists say , for reassurance that his wife still finds him desirable .",lore
338,cf08,"Or a wife may make sudden demands that she be courted , flattered or coaxed , simply because she needs her ego lifted .",lore
339,cf08,"In any case , Dr. Calderone remarks , such problems are a couple's own affair , and can't always be measured by a general yardstick .",lore
340,cf08,"`` As long as the couple is in agreement in their approach to sex , it makes little difference if one or the other dominates '' , Dr. Calderone declares .",lore
341,cf08,`` The important point is that both be satisfied with the adjustment '' .,lore
342,cf08,"Other experts say , however , that if sexual domination by one or the other partner exists for longer than a brief period , it is likely to shake the marriage .",lore
343,cf08,"And just as domination today often begins with the wife , so the cure generally must lie with the husband .",lore
344,cf08,"`` To get a marriage back where it belongs '' , comments Dr. Schillinger of the Lincoln Institute , `` the husband must take some very basic steps .",lore
345,cf08,"He must begin , paradoxically , by becoming more selfish .",lore
346,cf08,"He must become more expressive of his own desires , more demanding and less ' understanding ' '' .",lore
347,cf08,"Too many husbands , Dr. Schillinger continues , worry about `` how well they're doing '' , and fear that their success depends on some trick or technique of sexual play .",lore
348,cl06,"Eight , nine steps above him , Roberts had paused .",mystery
349,cl06,"Mickey paused with him , waiting , no longer impatient , trying now to think it out , do a little planning .",mystery
350,cl06,"He looked down over the banister at the hotel desk , with the telephone and pen set .",mystery
351,cl06,"If I could call in , they could check the story while we were on our way .",mystery
352,cl06,I wouldn't have to tell them I had Roberts --,mystery
353,cl06,"Then he heard it , like a muffled thud , felt a subtle change in air pressure .",mystery
354,cl06,"He glanced up in time to see Roberts hurtling down on him from above , literally flying through the air , his bloody face twisted .",mystery
355,cl06,"Mickey tried to flatten against the banister , gripped it with one hand , but Roberts' full weight struck him at that moment in the groin .",mystery
356,cl06,He gasped for air and the impact tore his hand from the rail .,mystery
357,cl06,"He tumbled with Roberts , helpless and in agony , over and over , down the steps .",mystery
358,cl06,"By a wrenching effort , he managed to hunch and draw in , to take the final fall on his back and shoulders rather than his head .",mystery
359,cl06,"He was fuzzy in his mind and , for a moment , helpless on the lobby floor , but he was conscious , and free of the weight of Roberts' body .",mystery
360,cl06,"When his vision cleared he saw the taller one scrambling upward , reaching .",mystery
361,cl06,Mickey was on his knees when Roberts turned on the stairs and the razor flashed in his hand .,mystery
362,cl06,He felt his empty pocket and knew that Roberts had retrieved the only weapon at hand .,mystery
363,cl06,"Mickey's eyes fixed on the other's feet , which would first betray the moment and direction of an attack .",mystery
364,cl06,"He rose stiffly , forcing his knees to lock .",mystery
365,cl06,The knifelike pain in his groin nearly brought him down again .,mystery
366,cl06,"He made himself back off slowly , his eyes wary on Roberts , who now had no more to lose than he .",mystery
367,cl06,"The pain dulled as he moved , and he steadied inside .",mystery
368,cl06,"After a moment he extended one hand , the fingers curled .",mystery
369,cl06,"`` Come on '' , he said .",mystery
370,cl06,`` You want to be that big a fool -- I was hoping for this '' .,mystery
371,cl06,Roberts brushed at his eyes with his free hand and started down the steps .,mystery
372,cl06,He held the razor well out to one side .,mystery
373,cl06,"He was invulnerable to attack , but he could be handled , Mickey knew , if he could be brought to make the first move .",mystery
374,cl06,They were eight feet apart when Roberts cleared the last step .,mystery
375,cl06,Mickey waited with slack arms .,mystery
376,cl06,"`` Any time , Roberts '' , he said .",mystery
377,cl06,`` Or would it be easier if I put my hands in my pockets '' ? ?,mystery
378,cl06,The taunt was lost on Roberts .,mystery
379,cl06,"He advanced slowly , directly , giving no hint of a feint to either side .",mystery
380,cl06,He was just short of arm's reach when he stopped .,mystery
381,cl06,"Mickey backed off two steps , forcing him to come on again .",mystery
382,cl06,"There was a fixed grin on Roberts' face , made hideous by the swollen nose and the smeared blood .",mystery
383,cl06,"Mickey backed off again and Roberts hesitated , then came along .",mystery
384,cl06,"They moved in a series of rhythmic fits and starts , a macabre dance -- two steps back , two steps forward , two steps back .",mystery
385,cl06,Mickey felt his shoulders come up against the wall beside the heavy slab front door .,mystery
386,cl06,"This was going to be it now , any second , and what he had to remember was to keep his eye on the razor , no matter what , even if Roberts should feint with a kick to the groin , the deadly hand was his exclusive concern .",mystery
387,cl06,"The kick came , sudden and vicious but short .",mystery
388,cl06,"Mickey's guts twisted with the effort , but he kept his eye on the weapon .",mystery
389,cl06,"It moved in a silver arc toward his throat , then veered downward .",mystery
390,cl06,"He hunched his left shoulder into it and slashed at Roberts' forearm with his own , felt the blade slide off his sleeve .",mystery
391,cl06,"Before Roberts could move inside to cut upward toward his face , he slammed his right fist into Roberts' belly .",mystery
392,cl06,Roberts sagged and slashed at him wildly .,mystery
393,cl06,"Ducking , Mickey tripped and fell to one side , landing heavily on the wood floor .",mystery
394,cl06,"Then Roberts was on him , gasping for breath and for a couple of seconds Mickey lost sight of the blade .",mystery
395,cl06,He felt it rip at the side of his jacket and a momentary sting under his left ribs .,mystery
396,cl06,"He got a knee up into Roberts' belly , used both hands and heaved him clear , then scrambled to his feet .",mystery
397,cl06,They were in the center of the lobby now .,mystery
398,cl06,"Still clutching the razor , Roberts came up into a crouch , shaking his head .",mystery
399,cl06,When he charged Mickey was ready .,mystery
400,cl06,"He hit Roberts with his left fist in the ribs and the razor cut toward him feebly , then wobbled in mid-air .",mystery
401,cl06,"With his right fist , and nearly all his weight behind it , he smashed at the bloodstained face .",mystery
402,cl06,"Roberts careened backward , his back arched , fought for balance and , failing , stumbled against the newel post at the foot of the stairs .",mystery
403,cl06,"The sound of his head striking the solid wood was an ultimate , sudden-end sound .",mystery
404,cl06,"He fell on his side across the lowest step , rolled over once , then lay still .",mystery
405,cl06,"Mickey found himself leaning against the desk , with stiff hands , panting for breath .",mystery
406,cl06,"After a minute he went to Roberts , looked at one of his eyes and felt for a pulse .",mystery
407,cl06,He couldn't feel any .,mystery
408,cl06,Roberts appeared to be dead ; ;,mystery
409,cl06,"if not yet , then soon , very soon .",mystery
410,cl06,Suddenly it was cold in the lobby .,mystery
411,cl06,12,mystery
412,cl06,It seemed to him that a long time had passed before he decided what to do .,mystery
413,cl06,"Actually it was no more than eight or ten minutes , and the sum of his reasoning came to this :",mystery
414,cl06,There's no way to take him in now and keep those other two -- Wister and the one who hired the two of them -- from finding out about Roberts and lamming out .,mystery
415,cl06,"The local law here would hold me till they check clear back home , and maybe more than that .",mystery
416,cl06,They would have to .,mystery
417,cl06,By then they could never catch up with the others .,mystery
418,cl06,There's no other way ; ;,mystery
419,cl06,I'll have to do it myself .,mystery
420,cl06,He looked at where Roberts lay sprawled on the step .,mystery
421,cl06,Mickey was sure now he was dead .,mystery
422,cl06,"One thing , he thought , nobody knows about it yet .",mystery
423,cl06,Only me .,mystery
424,cl06,"He climbed the stairs , went into Roberts' room , found a suitcase and packed as much into it as he could .",mystery
425,cl06,He left a few things .,mystery
426,cl06,It didn't have to be perfect .,mystery
427,cl06,Roberts was a wastrel .,mystery
428,cl06,"Walking away on impulse , he might logically leave behind what it was inconvenient to carry .",mystery
429,cl06,"When he had closed the suitcase he found a rag and moved about the room , wiping carefully everything he might have touched .",mystery
430,cl06,It took him nearly an hour .,mystery
431,cl06,He went to the room he had rented and got into his overcoat .,mystery
432,cl06,He left the rest of his things and returned to the lobby .,mystery
433,cl06,"He set Roberts' suitcase near the front door , went outside and walked back to the garage .",mystery
434,cl06,He was mildly surprised to find it was snowing .,mystery
435,cl06,"It snowed softly , silently , an undulating interruption of his vision against the night sky .",mystery
436,cl06,He could feel it on his face and in his hair .,mystery
437,cl06,"He found the key to the Jeep , got it started and warmed it up for five minutes .",mystery
438,cl06,Then he backed out and swung around to the front drive .,mystery
439,cl06,He went into the hotel and searched till he found the razor .,mystery
440,cl06,He put it in his own pocket for safekeeping .,mystery
441,cl06,He took the suitcase out to the Jeep and put it in the front seat .,mystery
442,cl06,Then he went back for Roberts .,mystery
443,cl06,The body was heavier than he had anticipated .,mystery
444,cl06,He got it onto his shoulder after some work and carried it outside and down to the Jeep .,mystery
445,cl06,"He dumped it into the back and made sure it wouldn't roll out , then returned to the porch and closed the front door , making sure it was unlocked .",mystery
446,cl06,He drove carefully in the direction of the brief tour they had taken earlier .,mystery
447,cl06,"It snowed continuously , but quietly , evenly .",mystery
448,cl06,"When he reached the dip in the woods , he saw that already the earlier ruts were barely discernible .",mystery
449,cl06,The Jeep fought its way through the low spot and got onto higher ground .,mystery
450,cl06,He drove in low gear to the fork in the road and swung as close as possible to the entrance to the abandoned mine .,mystery
451,cl06,"He parked facing it and left the headlights on , but when he started into the tunnel with the suitcase , he found the illumination extended no farther than half a dozen feet into the passage .",mystery
452,cl06,"He went back and got the flashlight , returned to the tunnel and carried the suitcase to the edge of the pit he had found earlier .",mystery
453,cl06,He tossed the bag into the pit and watched dry dust spray up around it .,mystery
454,cl06,"When the dust settled , he went back to the Jeep and carefully worked Roberts' body onto his shoulder .",mystery
455,cl06,It wasn't like carrying the suitcase .,mystery
456,cl06,The soft snow was deceitful underfoot .,mystery
457,cl06,Twice he nearly fell .,mystery
458,cl06,"Inside the passage , he had to work his way over the fallen timber and nearly collapsed under his clumsy burden .",mystery
459,cl06,By the time he reached the edge of the pit he was panting and his shoulder and back ached under the drag of the dead weight .,mystery
460,cl06,"He stood looking down for a few seconds , then backed up two or three paces from the edge .",mystery
461,cl06,There was too much weight casually to toss it away .,mystery
462,cl06,He could feel himself falling in with it and being unable to get out .,mystery
463,cl06,It would be a bad place to die .,mystery
464,cl06,"It was a bad place for Roberts to wind up , but Roberts had asked for it .",mystery
465,cl06,It was too late to worry about that .,mystery
466,cl06,He knelt slowly and dumped the corpse onto the floor of the tunnel .,mystery
467,cl06,It was a relief to get rid of the weight .,mystery
468,cl06,He was shaking with tension and it took him a couple of minutes to get his breath and settle down .,mystery
469,cl06,Then he got on his knees and rolled Roberts' body toward the edge .,mystery
470,cl06,It hung momentarily on the point of dropping off .,mystery
471,cl06,"He gave it a strong push , heard it slide , then tumble dryly into the hole .",mystery
472,cl06,He got to his feet and threw the flashlight beam into the pit .,mystery
473,cl06,The body lay in an awkward sprawl twelve or fifteen feet below the level of the tunnel floor .,mystery
474,cl06,"Deep enough , he decided .",mystery
475,cl06,There was little chance anyone would enter this shaft during the winter .,mystery
476,cl06,"The external signs of his approach to it would be covered by the snow , probably by the next day .",mystery
477,cl06,It wasn't cold enough in the tunnel to preserve the body intact .,mystery
478,cl06,By spring it would be a skeleton .,mystery
479,cl06,He made his way back to the Jeep .,mystery
480,cl06,He had started to back into the turn when he remembered the razor in his pocket .,mystery
481,cl06,"He climbed down , went back into the tunnel and tossed the razor into the pit .",mystery
482,cl06,"It landed on Roberts' sprawled right thigh , poised precariously , then slid off to the ground .",mystery
483,cl06,He went back once more to the Jeep and started the short drive to the hotel .,mystery
484,cl06,In the garage he checked the Jeep for signs of the use he had made of it .,mystery
485,cl06,"There were stains here and there and he cleaned them off , using an oiled rag he found on a nail .",mystery
486,cl06,He wiped the steering wheel and all the places he might have touched the Jeep .,mystery
487,cl06,"He replaced the flashlight where it had been stowed , got into his own car and backed it out of the garage .",mystery
488,cl06,"There were tire marks where it had been , but they were overlapped by others and on the dusty floor would not be noticeable except under close scrutiny .",mystery
489,cl06,"Liz Peabody , he thought , might spend some time grieving for her lost lover , but he doubted that she would launch an investigation .",mystery
490,cl06,"He judged her to be a woman of some pride , though not much sense .",mystery
491,cl06,"Still she would probably have sense enough not to call in the local sheriff to find her boy friend who , apparently , had run away .",mystery
492,cj68,"Recent criticism of Great Expectations has tended to emphasize its symbolic and mythic content , to show , as M. D. Zabel has said of Dickens generally , that much of the novel's impact resides in its `` allegoric insight and moral metaphor '' .",learned
493,cj68,J. H. Miller's excellent chapter on Great Expectations has lately illustrated how fruitfully that novel can be read from such a perspective .,learned
494,cj68,"In his analysis , however , he touches upon but fails to explore an idea , generally neglected in discussions of the book , which I believe is central to its art -- the importance of human hands as a recurring feature of the narrative .",learned
495,cj68,This essay seeks to make that exploration .,learned
496,cj68,Dickens was not for nothing the most theatrical of the great Victorian writers .,learned
497,cj68,"He knew instinctively that next to voice and face an actor's hands are his most useful possession -- that in fiction as in the theatre , gesture is an indispensable shorthand for individualizing character and dramatizing action and response .",learned
498,cj68,"It is hardly accidental , therefore , that many of his most vivid figures do suggestive or eccentric things with their hands .",learned
499,cj68,In Great Expectations the hands become almost an obsession .,learned
500,cj68,"Mr. Jaggers habitually bites his forefinger , a gesture which conveys both contempt and the inscrutable abstractedness that half fascinates , half terrifies all who have dealings with him .",learned
501,cj68,"Miss Havisham's withered hands , heavy as if her unhappiness were somehow concentrated in them , move in restless self-pity between her broken heart and her walking stick .",learned
502,cj68,Pumblechook's `` signature '' is the perpetually extended glad hand .,learned
503,cj68,Wemmick reveals his self-satisfaction by regularly rubbing his hands together .,learned
504,cj68,"Old Mr. Pocket's frantic response to life imprisonment with a useless , social-climbing wife is to `` put his two hands into his disturbed hair '' and `` make an extraordinary effort to lift himself up by it '' , whereas Joe Gargery endures the shrewish onslaughts of Mrs. Joe by apologetically drawing `` the back of his hand across and across his nose '' .",learned
505,cj68,"Such mannerisms would be less worthy of remark , were it not that in Great Expectations , as in no other of Dickens' novels , hands serve as a leitmotif of plot and theme -- a kind of unifying symbol or natural metaphor for the book's complex of human interrelationships and the values and attitudes that motivate them .",learned
506,cj68,"Dickens not only reveals character through gesture , he makes hands a crucial element of the plot , a means of clarifying the structure of the novel by helping to define the hero's relations with all the major characters , and a device for ordering such diverse themes as guilt , pursuit , crime , greed , education , materialism , enslavement ( by both people and institutions ) , friendship , romantic love , forgiveness , and redemption .",learned
507,cj68,"We have only to think of Lady Macbeth or the policeman-murderer in Thomas Burke's famous story , `` The Hands Of Mr. Ottermole '' , to realize that hands often call up ideas of crime and punishment .",learned
508,cj68,"So it is with Great Expectations , whether the hands be Orlick's as he strikes down Mrs. Gargery or Pip's as he steals a pie from her pantry .",learned
509,cj68,"Such associations suit well with the gothic or mystery-story aspects of Dickens' novel , but , on a deeper plane , they relate to the themes of sin , guilt , and pursuit that have recently been analyzed by other critics .",learned
510,cj68,"The novel opens with a fugitive convict frantically trying to avoid the nemesis of being `` laid hands on '' -- a mysterious figure who looks into Pip's frightened eyes in the churchyard `` as if he were eluding the hands of the dead people , stretching up cautiously out of their graves , to get a twist upon his ankle and pull him in '' .",learned
511,cj68,"Magwitch terrifies Pip into stealing a pork pie for him by creating the image in the boy's imagination of a bogy man who may `` softly creep his way to him and tear him open '' , `` imbruing his hands '' in him .",learned
512,cj68,"As Pip agonizes over the theft that his own hands have committed , his guilty conscience projects itself upon the wooden finger of a local signpost , transforming it into `` a phantom devoting me to the Hulks '' .",learned
513,cj68,"Held upside down in the graveyard , Pip clings in terror `` with both hands '' to his convict ; ;",learned
514,cj68,later he flees in panic from the family table just as his theft is about to be discovered and is blocked at the front door by a soldier who accusingly holds out a pair of handcuffs which he has brought to Gargery's forge for mending .,learned
515,cj68,Through such details Dickens indicates at the outset that guilt is a part of the ironic bond between Pip and Magwitch which is so unpredictably to alter both their lives .,learned
516,cj68,"Since they commonly translate thoughts and feelings into deeds , hands naturally represent action , and since nearly half the characters in Great Expectations are of the underworld or closely allied to it , the linking of hands with crime or violence is not to be wondered at .",learned
517,cj68,"Dickens , for excellent psychological reasons , never fully reveals Magwitch's felonious past , but Pip , at the convict's climactic reappearance in London , shrinks from clasping a hand which he fears `` might be stained with blood '' .",learned
518,cj68,"Orlick slouches about the forge `` like Cain '' with `` his hands in his pockets '' , and when he shouts abuse at Mrs. Joe for objecting to his holiday , she claps her hands in a tantrum , beats them `` upon her bosom and upon her knees '' , and clenches them in her husband's hair .",learned
519,cj68,"This last `` rampage '' is only the prelude to the vicious blow upon her head , `` dealt by some unknown hand '' whose identity is later revealed not verbally but through a manual action -- the tracing of Orlick's hammer upon a slate .",learned
520,cj68,Pip himself is to feel the terror of Orlick's `` murderous hand '' in his secret rendezvous at the sluicehouse on the marshes .,learned
521,cj68,Dickens lays great emphasis on the hands in this scene .,learned
522,cj68,"Orlick shakes his hand at Pip , bangs the table with his fist , draws his unclenched hand `` across his mouth as if his mouth watered '' for his victim , lets his hands hang `` loose and heavy at his sides '' , and Pip observes him so intensely that he knows `` of the slightest action of his fingers '' .",learned
523,cj68,"Orlick might almost be Magwitch's bogy man come alive , a figure of nemesis from Pip's phantasy of guilt .",learned
524,cj68,"The scarred , disfigured wrists of Mr. Jaggers' housekeeper are the tell-tale marks of her sinister past , for her master , coolly exhibiting them to his dinner guests , makes a point of the `` force of grip there is in these hands '' .",learned
525,cj68,"Jaggers' iron control over her ( `` she would remove her hands from any dish she put before him , hesitatingly , as if she dreaded his calling her back ) '' ) rests on his having once got her acquitted of a murder charge by cleverly contriving her sleeves at the trial to conceal her strength and by passing off the lacerations on the backs of her hands as the scratches of brambles rather than of human fingernails .",learned
526,cj68,It is the similarity between Estella's hands and Molly's ( `` The action of her fingers was like the action of knitting '' ) that provides Pip with a vital clue to the real identity of both and establishes a symbolic connection between the underworld of crime and the genteel cruelty of Satis House .,learned
527,cj68,"Finally , Magwitch's pursuit of Compeyson , his archenemy and betrayer , begins by his holding him in a vicelike grip on the river flats to frustrate his escape and culminates in his `` laying his hand on his cloak to identify him '' , thus precipitating the death-locked struggle in the water during which Compeyson drowns .",learned
528,cj68,Magwitch's hand here ironically becomes the agent of justice .,learned
529,cj68,"But only in one of its aspects is Great Expectations a tale of violence , revenge , and retribution .",learned
530,cj68,"Money , so important a theme elsewhere in Dickens , is here central , and hands are often associated in some way with the false values -- acquisitiveness , snobbery , self-interest , hypocrisy , toadyism , irresponsibility , injustice -- that attach to a society based upon the pursuit of wealth .",learned
531,cj68,"Dickens suggests the economic evils of such a society on the first page of his novel in the description of Pip's five little dead brothers `` who gave up trying to get a living exceedingly early in that universal struggle '' , who seemed to have `` all been born on their backs with their hands in their trousers-pockets , and had never taken them out in this state of existence '' .",learned
532,cj68,"Pip's great expectations , his progress through illusion and disillusionment , turn , somewhat as they do for the naive hero of Dreiser's American Tragedy , upon the lure of genteel prosperity through unearned income -- what Wemmick calls `` portable property '' and what Jaggers reproaches Pip for letting `` slip through ( his ) fingers '' .",learned
533,cj68,"Since a gentleman must , if possible , avoid sullying them by work , his hands , as importantly as his accent , become the index of social status .",learned
534,cj68,"Almost the first step in the corruption of Pip's values is the unworthy shame he feels when Estella cruelly remarks the coarseness of his hands : `` They had never troubled me before , but they troubled me now , as vulgar appendages '' .",learned
535,cj68,"Pip imagines how Estella would look down upon Joe's hands , roughened by work in the smithy , and the deliberate contrast between her white hands and his blackened ones is made to symbolize the opposition of values between which Pip struggles -- idleness and work , artificiality and naturalness , gentility and commonness , coldness and affection -- in fact , between Satis House and the forge .",learned
